State,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
F,L,0.14,-0.29,1.27,236.15,43.64,-36.19,-0.05,31.81,-400.00
F,L,0.17,-0.16,1.55,91.37,27.40,-26.73,-0.05,31.81,-400.00
F,L,0.15,-0.11,1.10,-70.86,-9.70,0.49,-0.05,31.81,-400.00
F,L,0.17,-0.14,1.06,-84.59,-38.39,29.30,-0.15,31.88,-400.00
F,L,0.17,-0.25,1.02,-102.97,-40.89,38.64,-0.15,31.88,-400.00
F,L,0.10,-0.31,0.86,-141.85,-28.14,43.46,-0.15,31.88,-400.00
F,L,0.07,-0.26,0.93,-130.92,-11.84,31.13,-0.15,31.88,-400.00
F,L,0.08,-0.22,0.99,-122.38,-13.18,17.64,0.44,32.35,-400.00
F,L,0.09,-0.14,0.84,-114.07,-20.94,14.16,0.44,32.35,-400.00
F,L,0.09,-0.07,0.96,-64.03,-25.27,12.82,0.44,32.35,-400.00
F,L,0.09,-0.06,0.86,-85.45,-15.50,16.85,1.32,32.65,-400.00
F,L,0.07,-0.06,0.78,-84.47,-8.48,18.80,1.32,32.65,-400.00
F,L,0.04,-0.10,0.74,-27.10,2.62,15.99,1.32,32.65,-400.00
F,L,0.06,-0.13,0.82,39.98,10.62,2.38,1.32,32.65,-400.00
F,L,0.06,-0.13,0.81,87.34,17.64,-10.38,1.04,32.42,-400.00
F,L,0.07,-0.12,0.87,111.88,21.18,-14.95,1.04,32.42,-400.00
F,L,0.08,-0.13,0.90,148.07,24.78,-19.96,1.04,32.42,-400.00
F,L,0.07,-0.17,0.94,170.47,21.67,-19.78,0.78,31.96,-400.00
F,L,0.07,-0.19,0.99,164.61,20.39,-18.62,0.78,31.96,-400.00
F,L,0.14,-0.17,1.34,126.71,20.45,-16.66,0.78,31.96,-400.00
F,L,0.17,-0.09,1.28,-39.55,11.66,-1.89,0.78,31.96,-400.00
F,L,0.14,-0.09,1.21,-124.21,-11.66,22.77,0.23,31.23,-400.00
F,L,0.14,-0.10,1.25,-148.93,-23.19,32.59,0.23,31.23,-400.00
F,L,0.12,-0.11,1.16,-239.14,-35.58,45.72,0.23,31.23,-400.00
F,L,0.08,-0.09,0.69,-248.66,-43.82,49.74,0.73,32.85,-400.00
F,L,0.06,-0.08,0.77,-142.76,-35.52,41.87,0.73,32.85,-400.00
F,L,0.04,-0.07,0.78,-120.00,-25.88,33.57,0.73,32.85,-400.00
F,L,0.03,0.01,0.77,-92.71,-2.75,14.10,1.88,31.56,-400.00
F,L,0.02,0.08,0.72,-30.03,8.54,0.98,1.88,31.56,-400.00
F,L,0.03,0.08,0.79,55.97,9.34,-5.74,1.88,31.56,-400.00
F,L,0.05,0.04,0.89,74.83,8.24,-8.61,1.88,31.56,-400.00
F,L,0.06,0.02,0.84,98.94,10.68,-16.36,1.66,33.06,-400.00
F,L,0.08,0.02,0.90,119.02,19.35,-20.45,1.66,33.06,-400.00
F,L,0.09,0.01,0.88,121.52,22.34,-19.96,1.66,33.06,-400.00
F,L,0.12,-0.03,1.06,140.38,28.56,-17.09,0.72,32.10,-400.00
F,L,0.12,-0.02,1.24,88.99,25.94,-12.15,0.72,32.10,-400.00
F,L,0.12,-0.01,1.21,10.68,8.54,-4.52,0.72,32.10,-400.00
F,L,0.13,0.01,1.19,-16.72,-4.21,0.73,0.72,32.10,-400.00
F,L,0.13,0.00,1.04,-61.10,-21.24,12.57,1.14,32.14,-400.00
F,L,0.12,0.02,1.09,-87.04,-19.71,20.69,1.14,32.14,-400.00
F,L,0.10,0.04,1.09,-148.62,-10.68,25.57,1.14,32.14,-400.00
F,L,0.10,0.10,1.02,-167.72,-8.36,29.11,1.60,32.92,-400.00
F,L,0.06,0.12,0.95,-164.92,-14.95,36.62,1.60,32.92,-400.00
F,L,0.03,0.10,0.82,-129.15,-21.61,34.91,1.60,32.92,-400.00
F,L,0.02,0.09,0.75,-102.72,-18.80,30.03,1.89,32.32,-400.00
F,L,-0.01,0.05,0.63,-23.50,-7.81,13.67,1.89,32.32,-400.00
F,L,0.01,0.02,0.71,72.51,7.14,-10.19,1.89,32.32,-400.00
F,L,0.03,0.02,0.64,144.90,21.42,-30.52,1.89,32.32,-400.00
F,L,0.04,-0.03,0.61,194.64,26.86,-37.41,1.78,32.74,-400.00
F,L,0.10,-0.11,0.82,302.12,39.67,-47.06,1.78,32.74,-400.00
F,L,0.19,-0.08,1.28,302.31,52.37,-46.26,1.78,32.74,-400.00
F,L,0.19,-0.05,1.39,151.06,51.57,-30.03,0.59,31.63,-400.00
F,L,0.18,-0.03,1.33,79.16,40.59,-18.37,0.59,31.63,-400.00
F,L,0.15,-0.06,1.32,-14.83,9.46,2.08,0.59,31.63,-400.00
F,L,0.15,-0.06,1.24,-82.64,-25.09,17.27,0.59,31.63,-400.00
F,L,0.17,-0.06,1.17,-115.48,-38.57,23.99,-0.73,32.18,-400.00
F,L,0.14,-0.09,0.86,-163.94,-47.36,37.48,-0.73,32.18,-400.00
F,L,0.10,-0.09,0.86,-158.39,-29.42,40.34,-0.73,32.18,-400.00
F,L,0.08,-0.05,0.80,-146.91,-8.12,32.29,1.31,32.08,-400.00
F,L,0.06,-0.01,0.90,-124.45,-0.06,26.00,1.31,32.08,-400.00
F,L,0.05,0.07,0.93,-102.97,-1.34,15.50,1.31,32.08,-400.00
F,L,0.07,0.12,0.88,-66.10,-9.64,10.56,1.31,32.08,-400.00
F,L,0.08,0.13,0.92,-35.03,-9.58,9.16,1.89,31.80,-400.00
F,L,0.07,0.14,0.87,-38.15,-7.02,8.67,1.89,31.80,-400.00
F,L,0.05,0.13,0.81,-11.11,2.50,5.49,1.89,31.80,-400.00
F,L,0.05,0.10,0.90,27.34,11.47,-1.04,1.76,31.97,-400.00
F,L,0.05,0.10,0.90,36.25,13.00,-5.13,1.76,31.97,-400.00
F,L,0.05,0.10,0.90,60.00,12.88,-13.37,1.76,31.97,-400.00
F,L,0.06,0.06,0.83,91.37,12.57,-19.65,2.06,32.10,-400.00
F,L,0.07,0.02,0.96,147.58,18.80,-26.43,2.06,32.10,-400.00
F,L,0.11,0.01,1.08,155.76,22.83,-29.17,2.06,32.10,-400.00
F,L,0.15,0.08,1.22,98.51,21.36,-27.16,2.06,32.10,-400.00
F,L,0.16,0.11,1.07,23.44,8.54,-10.19,1.10,31.91,-400.00
F,L,0.14,0.07,1.03,7.32,-4.52,8.54,1.10,31.91,-400.00
F,L,0.10,-0.04,0.91,7.26,-6.47,11.84,1.10,31.91,-400.00
F,L,0.10,-0.11,0.81,27.47,-2.32,6.90,0.40,31.51,-400.00
F,L,0.14,-0.11,0.95,61.52,12.45,-4.58,0.40,31.51,-400.00
F,L,0.16,-0.05,1.17,56.64,20.26,-8.79,0.40,31.51,-400.00
F,L,0.17,0.07,1.18,-33.08,15.81,-5.62,0.40,31.51,-400.00
F,L,0.17,0.09,1.09,-71.11,-9.28,11.72,0.60,31.70,-400.00
F,L,0.17,0.01,0.97,-76.17,-25.21,25.51,0.60,31.70,-400.00
F,L,0.14,-0.03,0.91,-74.10,-24.23,26.06,0.60,31.70,-400.00
F,L,0.13,-0.07,0.76,-50.29,-13.43,15.26,1.23,31.20,-400.00
F,L,0.13,-0.07,0.80,8.54,-2.08,-2.20,1.23,31.20,-400.00
F,L,0.15,-0.06,0.86,42.97,8.18,-16.54,1.23,31.20,-400.00
F,L,0.15,-0.04,0.82,54.26,11.05,-21.36,1.05,31.59,-400.00
F,L,0.16,-0.02,1.01,90.09,14.59,-28.26,1.05,31.59,-400.00
F,L,0.20,0.01,1.07,62.50,12.63,-28.69,1.05,31.59,-400.00
F,L,0.20,0.03,1.08,42.54,9.52,-25.88,1.05,31.59,-400.00
F,L,0.20,0.03,1.02,8.85,-0.43,-15.75,0.24,32.12,-400.00
F,L,0.17,-0.02,0.96,0.92,-7.45,-7.14,0.24,32.12,-400.00
F,L,0.17,-0.05,0.95,-7.32,-4.64,-6.59,0.24,32.12,-400.00
F,L,0.16,-0.06,0.89,-10.68,-3.36,-7.75,1.38,31.84,-400.00
F,L,0.14,-0.06,0.94,10.68,-2.26,-12.02,1.38,31.84,-400.00
F,L,0.16,-0.02,0.96,8.61,-3.42,-18.62,1.38,31.84,-400.00
F,L,0.18,0.00,0.95,1.22,-6.16,-16.85,1.38,31.84,-400.00
F,L,0.20,-0.02,0.98,-3.30,-6.77,-12.15,0.39,32.08,-400.00
F,L,0.18,-0.11,0.90,-12.76,-10.80,-7.87,0.39,32.08,-400.00
F,L,0.18,-0.15,0.83,0.55,-17.52,-14.65,0.39,32.08,-400.00
F,L,0.18,-0.13,0.82,6.16,-15.87,-19.47,0.42,32.28,-400.00
F,L,0.17,-0.06,0.83,0.79,-1.46,-27.04,0.42,32.28,-400.00
F,L,0.17,-0.01,0.91,4.82,9.16,-28.63,0.42,32.28,-400.00
F,L,0.15,-0.02,0.96,4.88,-1.95,-24.84,0.42,32.28,-400.00
F,L,0.14,-0.04,0.90,0.55,-7.81,-24.35,0.62,32.75,-400.00
F,L,0.13,-0.07,0.86,11.41,-10.50,-27.65,0.62,32.75,-400.00
F,L,0.12,-0.02,0.90,13.61,1.65,-34.73,0.62,32.75,-400.00
F,L,0.14,0.02,0.94,15.44,11.47,-36.56,0.15,32.70,-400.00
F,L,0.15,0.06,1.10,10.86,8.54,-33.69,0.15,32.70,-400.00
F,L,0.14,0.04,1.01,-17.88,-9.09,-24.41,0.15,32.70,-400.00
F,L,0.12,-0.02,0.93,-12.33,-18.55,-19.78,0.18,33.36,-400.00
F,L,0.10,-0.05,0.88,-8.48,-18.13,-25.45,0.18,33.36,-400.00
F,L,0.11,-0.04,0.99,0.31,-3.60,-30.15,0.18,33.36,-400.00
F,L,0.10,-0.01,0.97,-25.21,4.70,-30.76,0.18,33.36,-400.00
F,L,0.08,-0.04,1.00,-7.93,-1.65,-28.02,0.78,33.91,-400.00
F,L,0.07,-0.05,1.03,-0.55,-2.50,-30.64,0.78,33.91,-400.00
F,L,0.10,-0.01,1.04,1.95,-0.24,-39.37,0.78,33.91,-400.00
F,L,0.10,0.05,1.05,1.65,2.69,-43.76,-0.16,34.39,-400.00
F,L,0.08,0.08,1.07,9.83,0.55,-43.76,-0.16,34.39,-400.00
F,L,0.10,0.10,1.06,11.17,-3.66,-41.20,-0.16,34.39,-400.00
F,L,0.09,0.05,0.98,12.33,-10.68,-33.63,-0.16,34.39,-400.00
F,L,0.05,-0.00,1.01,13.24,-4.27,-29.42,0.34,35.01,-400.00
F,L,0.01,0.00,1.05,2.38,5.92,-28.38,0.34,35.01,-400.00
F,L,0.07,-0.00,1.01,-12.94,19.17,-26.49,0.34,35.01,-400.00
F,L,0.05,-0.06,1.14,6.23,24.17,-26.49,0.09,35.22,-400.00
F,L,0.07,-0.04,1.11,18.49,20.94,-42.79,0.09,35.22,-400.00
F,L,0.10,-0.00,1.15,35.16,14.59,-49.38,0.09,35.22,-400.00
F,L,0.12,0.08,1.20,29.42,1.22,-53.47,0.34,35.79,-400.00
F,L,0.10,0.07,1.17,-3.36,-3.42,-44.25,0.34,35.79,-400.00
F,L,0.05,0.05,1.14,-24.05,-6.59,-37.60,0.34,35.79,-400.00
F,L,0.01,0.03,1.00,-18.43,-12.70,-37.84,0.34,35.79,-400.00
F,L,0.06,0.05,0.96,3.72,-14.53,-37.11,-0.68,36.27,-400.00
F,L,0.06,0.04,0.93,5.25,-0.43,-30.15,-0.68,36.27,-400.00
F,L,0.06,0.02,0.96,7.87,6.77,-27.16,-0.68,36.27,-400.00
F,L,0.06,0.01,1.03,9.77,5.86,-27.40,-0.45,37.57,-400.00
F,L,0.10,0.02,1.02,-0.12,-10.38,-25.70,-0.45,37.57,-400.00
F,L,0.11,-0.02,0.85,-12.76,-24.11,-21.06,-0.45,37.57,-400.00
F,L,0.11,-0.07,0.74,-8.12,-24.78,-19.71,-0.45,37.57,-400.00
F,L,0.08,-0.15,0.64,20.02,-15.14,-23.93,-0.54,36.95,-400.00
F,L,0.08,-0.12,0.80,45.84,15.08,-39.43,-0.54,36.95,-400.00
F,L,0.11,-0.07,0.94,34.85,28.14,-49.32,-0.54,36.95,-400.00
F,L,0.15,0.00,1.09,20.32,13.31,-45.65,-1.46,40.16,-400.00
F,L,0.12,-0.05,0.99,-13.49,-27.53,-30.40,-1.46,40.16,-400.00
F,L,0.06,-0.14,0.71,-25.39,-44.43,-26.25,-1.46,40.16,-400.00
F,L,0.03,-0.16,0.64,-13.55,-41.93,-35.95,-1.46,40.16,-400.00
F,L,0.01,-0.11,0.74,10.19,-21.18,-41.99,-0.92,39.32,-400.00
F,L,0.00,-0.02,0.70,-13.24,0.12,-47.00,-0.92,39.32,-400.00
F,L,-0.02,-0.01,0.87,-8.18,10.80,-40.89,-0.92,39.32,-400.00
F,L,-0.02,-0.03,0.91,-14.53,12.15,-38.45,-1.95,40.71,-400.00
F,L,-0.01,-0.04,0.87,-16.85,11.05,-38.51,-1.95,40.71,-400.00
F,L,-0.08,-0.05,1.00,-5.31,10.68,-41.02,-1.95,40.71,-400.00
F,L,-0.11,-0.02,1.03,-17.88,6.10,-50.54,-2.37,42.43,-400.00
F,L,-0.10,0.09,1.03,-19.59,-3.60,-51.21,-2.37,42.43,-400.00
F,L,-0.10,0.12,0.96,-23.86,-26.98,-38.88,-2.37,42.43,-400.00
F,L,-0.12,0.06,0.77,-32.71,-23.32,-24.90,-2.37,42.43,-400.00
F,L,-0.13,0.02,0.75,-25.88,7.08,-25.15,-3.05,42.57,-400.00
F,L,-0.15,-0.02,0.88,0.37,26.43,-31.13,-3.05,42.57,-400.00
F,L,-0.12,0.03,1.13,18.19,36.13,-43.88,-3.05,42.57,-400.00
F,L,-0.09,0.13,1.17,6.53,13.55,-45.04,-3.67,44.06,-400.00
F,L,-0.11,0.17,1.16,-0.98,-1.46,-38.64,-3.67,44.06,-400.00
F,L,-0.11,0.12,1.00,-26.98,-9.77,-21.79,-3.67,44.06,-400.00
F,L,-0.11,0.00,0.94,-23.99,-1.22,-11.05,-3.67,44.06,-400.00
F,L,-0.11,-0.04,1.00,-19.71,6.04,-12.94,-4.24,44.20,-400.00
F,L,-0.11,-0.08,0.90,-22.46,4.33,-16.66,-4.24,44.20,-400.00
F,L,-0.12,-0.08,0.89,0.79,4.46,-23.99,-4.24,44.20,-400.00
F,L,-0.15,-0.03,0.85,17.46,16.85,-33.63,-4.31,44.37,-400.00
F,L,-0.13,0.02,0.98,34.42,42.05,-40.34,-4.31,44.37,-400.00
F,L,-0.08,0.13,1.23,33.39,27.71,-37.84,-4.31,44.37,-400.00
F,L,-0.05,0.16,1.21,-8.97,-2.38,-19.35,-5.68,45.40,-400.00
F,L,-0.07,0.08,1.02,-34.06,-23.74,1.28,-5.68,45.40,-400.00
F,L,-0.08,0.03,0.97,-32.78,-21.73,6.47,-5.68,45.40,-400.00
F,L,-0.11,-0.00,0.94,-29.17,-8.30,1.16,-5.68,45.40,-400.00
F,L,-0.11,0.07,0.99,-5.19,3.30,-11.78,-5.53,46.84,-400.00
F,L,-0.09,0.12,1.07,17.27,1.46,-14.34,-5.53,46.84,-400.00
F,L,-0.06,0.17,1.14,14.10,-3.78,-10.31,-5.53,46.84,-400.00
F,L,-0.07,0.14,1.08,3.54,-9.64,-0.31,-6.04,46.85,-400.00
F,L,-0.09,0.10,1.03,-4.88,-9.28,4.94,-6.04,46.85,-400.00
F,L,-0.08,0.08,1.00,-6.65,-9.83,5.07,-6.04,46.85,-400.00
F,L,-0.07,0.07,0.97,-0.55,-11.47,5.43,-6.04,46.85,-400.00
F,L,-0.06,0.06,0.95,-3.11,-8.67,7.02,-5.47,45.85,-400.00
F,L,-0.07,0.05,0.88,-4.52,-2.14,7.75,-5.47,45.85,-400.00
F,L,-0.07,0.05,0.93,3.11,2.01,6.41,-5.47,45.85,-400.00
F,L,-0.03,0.05,1.00,6.47,6.47,5.37,-5.69,46.35,-400.00
F,L,-0.02,0.04,1.00,3.60,0.61,6.59,-5.69,46.35,-400.00
F,L,-0.01,0.04,1.01,2.81,-3.54,7.63,-5.69,46.35,-400.00
F,L,-0.00,0.03,0.98,-0.98,-3.97,8.73,-5.69,46.35,-400.00
F,L,-0.00,0.02,0.99,-1.04,-3.42,8.54,-5.53,46.08,-400.00
F,L,-0.00,0.03,0.97,-4.94,-1.65,4.94,-5.53,46.08,-400.00
F,L,-0.01,0.06,1.01,-5.43,-1.16,4.03,-5.53,46.08,-400.00
F,L,-0.04,0.09,0.95,-16.54,-3.11,4.76,-4.47,46.15,-400.00
F,L,-0.01,0.10,0.97,1.16,-5.62,5.43,-4.47,46.15,-400.00
F,L,0.01,0.05,0.98,8.30,-2.69,8.00,-4.47,46.15,-400.00
F,L,-0.01,0.02,1.00,10.74,-2.01,8.42,-5.13,45.84,-400.00
F,L,-0.04,0.01,0.95,10.44,-5.55,1.46,-5.13,45.84,-400.00
F,L,-0.01,0.09,0.96,16.48,-7.69,-5.74,-5.13,45.84,-400.00
F,L,-0.00,0.11,0.96,8.91,0.49,-1.22,-5.13,45.84,-400.00
F,L,-0.02,0.11,0.99,4.46,4.03,3.11,-5.46,46.15,-400.00
F,L,-0.04,0.06,1.00,-0.06,-0.31,8.36,-5.46,46.15,-400.00
F,L,-0.02,0.05,1.00,1.53,-8.00,6.77,-5.46,46.15,-400.00
F,L,-0.01,0.05,0.99,-1.40,-7.75,5.31,-5.03,46.52,-400.00
F,L,-0.02,0.07,0.96,-6.29,-5.19,4.82,-5.03,46.52,-400.00
F,L,-0.02,0.08,0.97,-6.16,-2.62,5.00,-5.03,46.52,-400.00
F,L,-0.03,0.08,0.98,-11.54,-4.82,7.75,-5.03,46.52,-400.00
F,L,-0.04,0.08,0.99,-15.63,-5.37,8.73,-4.72,45.47,-400.00
F,L,-0.05,0.08,0.90,-23.07,-5.98,9.46,-4.72,45.47,-400.00
F,L,-0.04,0.06,0.94,3.60,-5.49,8.12,-4.72,45.47,-400.00
F,L,-0.03,0.05,0.98,5.00,-4.27,5.37,-4.90,44.75,-400.00
F,L,-0.04,0.04,0.92,1.40,-2.38,3.60,-4.90,44.75,-400.00
F,L,-0.03,0.06,0.99,10.80,6.65,-1.22,-4.90,44.75,-400.00
F,L,-0.04,0.08,1.01,7.08,8.42,-3.66,-5.04,45.43,-400.00
F,L,-0.06,0.10,1.03,8.79,1.28,-5.07,-5.04,45.43,-400.00
F,L,-0.05,0.15,1.03,3.23,-1.83,-4.27,-5.04,45.43,-400.00
F,L,-0.04,0.14,1.00,-0.49,-3.30,2.38,-5.04,45.43,-400.00
F,L,-0.05,0.09,0.99,-5.86,-0.55,7.26,-5.09,45.35,-400.00
F,L,-0.05,0.07,0.96,-7.75,-0.67,7.08,-5.09,45.35,-400.00
F,L,-0.03,0.04,0.96,1.65,0.24,3.60,-5.09,45.35,-400.00
F,L,-0.04,0.06,0.99,2.56,9.16,-2.08,-4.05,45.12,-400.00
F,L,-0.05,0.09,0.98,12.08,9.28,-6.16,-4.05,45.12,-400.00
F,L,-0.04,0.14,1.07,17.94,5.86,-6.35,-4.05,F,-0.21,-0.01,0.90,138.85,6.96,-3.05,-7.80,45.31,-400.00
F,F,-0.17,-0.02,1.07,144.84,11.35,-4.70,-7.80,45.31,-400.00
F,F,-0.14,-0.00,1.21,60.85,13.73,-2.38,-7.36,44.40,-400.00
F,F,-0.13,0.01,1.16,-23.93,9.77,8.18,-7.36,44.40,-400.00
F,F,-0.15,0.02,1.06,-79.59,-2.93,19.78,-7.36,44.40,-400.00
F,F,-0.20,0.01,0.81,-94.18,-10.93,24.29,-7.36,44.40,-400.00
F,F,-0.22,-0.03,0.73,-26.43,-12.33,24.05,-6.63,44.58,-400.00
F,F,-0.18,-0.06,0.82,26.25,8.67,13.61,-6.63,44.58,-400.00
F,F,-0.14,-0.07,0.94,33.45,20.02,8.85,-6.63,44.58,-400.00
F,F,-0.10,-0.02,1.26,8.30,18.68,10.01,-6.51,44.38,-400.00
F,F,-0.10,0.06,1.20,-95.28,6.35,20.32,-6.51,44.38,-400.00
F,F,-0.15,0.13,1.35,-165.89,-6.84,33.94,-6.51,44.38,-400.00
F,F,-0.13,0.14,1.27,-225.10,-16.54,45.23,-6.51,44.38,-400.00
F,F,-0.18,0.18,0.91,-301.88,-33.33,49.99,-6.40,43.64,-400.00
F,F,-0.19,0.19,0.73,-279.17,-30.94,53.28,-6.40,43.64,-400.00
F,F,-0.20,0.23,0.68,-236.15,-10.25,45.29,-6.40,43.64,-400.00
F,F,-0.22,0.25,0.66,-217.71,2.75,38.70,-4.88,39.94,-400.00
F,F,-0.25,0.29,0.49,-159.55,24.78,21.12,-4.88,39.94,-400.00
F,F,-0.28,0.29,0.56,-10.31,36.56,-2.87,-4.88,39.94,-400.00
F,F,-0.27,0.27,0.68,115.84,27.04,-30.76,-4.88,40.26,-400.00
F,F,-0.24,0.23,0.61,157.71,23.38,-44.62,-4.71,40.26,-400.00
F,F,-0.17,0.18,0.61,279.17,34.79,-69.52,-4.71,40.26,-400.00
F,F,-0.03,0.29,1.29,357.97,59.69,-81.48,-4.71,40.26,-400.00
F,F,-0.00,0.36,1.49,312.32,48.03,-59.57,-6.29,43.64,-400.00
F,F,-0.05,0.41,1.52,152.77,41.44,-41.50,-6.29,43.64,-400.00
F,F,-0.14,0.28,0.94,46.94,-4.27,-5.68,-6.29,43.64,-400.00
F,F,-0.16,0.12,0.89,107.24,-18.98,9.70,-6.07,43.65,-400.00
F,F,-0.18,0.11,1.02,113.04,-10.07,9.28,-6.07,43.65,-400.00
F,F,-0.09,0.13,1.01,14.71,22.03,6.53,-6.07,43.65,-400.00
F,F,-0.10,0.11,1.00,-22.71,38.33,15.50,-6.07,43.65,-400.00
F,F,-0.12,0.11,1.21,-43.70,28.81,19.59,-5.83,43.96,-400.00
F,F,-0.04,0.23,1.41,-90.27,20.57,21.30,-5.83,43.96,-400.00
F,F,-0.04,0.31,1.37,-215.33,-0.24,41.20,-5.83,43.96,-400.00
F,F,-0.04,0.24,0.89,-284.79,-17.46,68.05,-4.19,42.86,-400.00
F,F,-0.09,0.17,0.71,-254.39,-19.41,73.18,-4.19,42.86,-400.00
F,F,-0.23,0.04,0.51,-126.95,-16.97,60.85,-4.19,42.86,-400.00
F,F,-0.24,0.00,0.42,9.03,-4.58,14.22,-4.19,42.86,-400.00
F,F,-0.15,0.03,0.49,138.92,24.35,-29.30,-3.80,41.25,-400.00
F,F,-0.11,0.03,0.46,196.29,36.99,-43.21,-3.80,41.25,-400.00
F,F,-0.02,0.02,0.82,322.39,58.59,-54.02,-3.80,41.25,-400.00
F,F,-0.02,-0.09,0.87,371.15,56.58,-44.98,-4.65,43.88,-400.00
F,F,-0.01,-0.14,1.06,389.16,53.28,-36.13,-4.65,43.88,-400.00
F,F,0.02,-0.12,1.45,330.99,47.55,-32.78,-4.65,43.88,-400.00
F,F,0.06,-0.05,1.44,120.42,35.46,-18.74,-5.59,43.48,-400.00
F,F,0.06,-0.08,1.08,-32.29,15.32,7.93,-5.59,43.48,-400.00
F,F,0.04,-0.14,0.89,-47.06,-4.33,27.22,-5.59,43.48,-400.00
F,F,0.02,-0.26,0.83,-8.36,-5.43,27.28,-5.59,43.48,-400.00
F,F,-0.02,-0.27,0.58,52.06,6.96,18.55,-5.18,42.74,-400.00
F,F,0.01,-0.24,0.95,123.90,38.76,7.69,-5.18,42.74,-400.00
F,F,0.04,-0.24,1.05,110.84,49.26,2.87,-5.18,42.74,-400.00
F,F,0.07,-0.23,1.22,59.57,45.84,-1.71,-4.79,42.46,-400.00
F,F,0.12,-0.13,1.43,-18.55,23.50,3.85,-4.79,42.46,-400.00
F,F,0.12,-0.08,1.38,-121.83,-8.30,24.54,-4.79,42.46,-400.00
F,F,0.15,-0.04,1.56,-166.87,-23.32,38.39,-4.79,42.46,-400.00
F,F,0.05,-0.10,0.82,-315.12,-50.90,67.69,-4.31,42.31,-400.00
F,F,-0.07,-0.18,0.41,-200.20,-46.08,75.32,-4.31,42.31,-400.00
F,F,-0.09,-0.21,0.52,-109.74,-12.63,46.57,-4.31,42.31,-400.00
F,F,-0.05,-0.19,0.56,-7.14,8.85,26.79,-3.20,42.27,-400.00
F,F,0.03,-0.13,0.93,72.45,42.91,-4.46,-3.20,42.27,-400.00
F,F,0.11,0.03,1.38,53.71,42.85,-16.78,-3.20,42.27,-400.00
F,F,0.12,0.10,1.33,-2.69,30.76,-12.33,-3.20,42.27,-400.00
F,F,0.11,0.12,1.15,-71.17,-3.85,10.86,-3.22,42.48,-400.00
F,F,0.05,0.07,1.07,-98.08,-22.64,29.91,-3.22,42.48,-400.00
F,F,0.02,0.04,0.89,-126.65,-20.32,31.19,-3.22,42.48,-400.00
F,F,-0.01,0.05,0.73,-106.20,-10.07,26.67,-3.08,41.54,-400.00
F,F,0.00,0.08,0.73,-75.93,9.77,17.58,-3.08,41.54,-400.00
F,F,-0.02,0.06,0.56,-23.80,23.68,11.60,-3.08,41.54,-400.00
F,F,-0.01,0.01,0.66,34.67,36.99,-1.04,-2.83,41.71,-400.00
F,F,-0.02,-0.05,0.76,120.67,40.34,-10.74,-2.83,41.71,-400.00
F,F,-0.03,-0.07,0.75,191.53,41.26,-33.20,-2.83,41.71,-400.00
F,F,0.06,-0.09,0.80,276.06,39.37,-48.16,-2.83,41.71,-400.00
F,F,0.12,-0.05,1.12,303.34,42.42,-48.03,-4.03,41.31,-400.00
F,F,0.16,-0.01,1.22,191.71,47.18,-30.64,-4.03,41.31,-400.00
F,F,0.21,-0.05,1.16,65.61,50.72,-2.93,-4.03,41.31,-400.00
F,F,0.19,-0.10,1.16,2.44,44.19,21.55,-3.74,41.61,-400.00
F,F,0.16,-0.21,1.20,-15.14,33.14,27.47,-3.74,41.61,-400.00
F,F,0.17,-0.26,1.10,-28.99,11.35,25.88,-3.74,41.61,-400.00
F,F,0.14,-0.24,1.01,-1.71,-8.00,17.40,-3.74,41.61,-400.00
F,F,0.15,-0.18,1.15,-5.19,-1.22,8.36,-3.63,40.80,-400.00
F,F,0.23,0.06,1.47,-51.76,3.05,10.93,-3.63,40.80,-400.00
F,F,0.29,0.23,1.90,-236.82,-10.38,45.78,-3.63,40.80,-400.00
F,F,0.31,0.09,1.36,-513.12,-34.91,96.25,-2.84,41.33,-400.00
F,F,0.30,0.09,0.78,-559.88,-42.66,121.34,-2.84,41.33,-400.00
F,F,0.12,0.12,0.95,-381.77,-30.27,143.19,-2.84,41.33,-400.00
F,F,0.03,0.12,1.06,-369.26,-29.48,117.13,0.18,37.15,-400.00
F,F,0.01,0.17,0.73,-348.94,-29.42,74.04,0.18,37.15,-400.00
F,F,-0.03,0.35,0.40,-259.09,-27.65,54.14,0.18,37.15,-400.00
F,F,-0.11,0.44,0.37,-57.86,-27.53,20.81,0.18,37.15,-400.00
F,F,-0.02,0.48,0.52,111.51,-13.18,-12.63,0.89,35.16,-400.00
F,F,0.00,0.44,0.49,237.24,-0.43,-32.35,0.89,35.16,-400.00
F,F,-0.06,0.18,0.43,324.77,-0.67,-38.88,0.89,35.16,-400.00
F,F,-0.01,0.01,0.80,484.07,5.19,-65.25,-0.39,39.44,-400.00
F,F,0.12,0.13,1.26,465.94,29.48,-85.33,-0.39,39.44,-400.00
F,F,0.16,0.22,1.47,399.54,41.87,-81.85,-0.39,39.44,-400.00
F,F,0.20,0.29,1.55,208.56,41.14,-50.96,-0.39,39.44,-400.00
F,F,0.14,0.16,1.21,101.87,0.85,-7.51,-2.11,40.87,-400.00
F,F,0.13,0.09,1.31,75.93,-21.97,12.57,-2.11,40.87,-400.00
F,F,0.02,-0.03,0.93,54.69,-29.17,13.55,-2.11,40.87,-400.00
